frame,view,aa,requested_aa,screen_percentage,temporal_upsampling,dynamic_res,gi,reflections,vsm,nanite,ray_tracing,tsr_supported,external_upscaler,width,height
65,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
66,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
67,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
68,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
69,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
70,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
71,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
72,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
73,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
74,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
75,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
76,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
77,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
78,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
79,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
80,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
81,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
82,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
83,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
84,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
85,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
86,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
87,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
88,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
89,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
90,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
91,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
92,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
93,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
94,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
95,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
96,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
97,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
98,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
99,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
100,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
101,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
102,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
103,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
104,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
105,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
106,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
107,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
108,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
109,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
110,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
111,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
112,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
113,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
114,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
115,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
116,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
117,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
118,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
119,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
120,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
121,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
122,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
123,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
124,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
125,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
126,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
127,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
128,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
129,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
130,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
131,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
132,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
133,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
134,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
135,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
136,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
137,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
138,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
139,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
140,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
141,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
142,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
143,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
144,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
145,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
146,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
147,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
148,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
149,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
150,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
151,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
152,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
153,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
154,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
155,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
156,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
157,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
158,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
159,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
160,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
161,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
162,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
163,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
164,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
165,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
166,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
167,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
168,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
169,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
170,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
171,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
172,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
173,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
174,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
175,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
176,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
177,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
178,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
179,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
180,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
181,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
182,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
183,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
184,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
185,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
186,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
187,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
188,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
189,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
190,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
191,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
192,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
193,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
194,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
195,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
196,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
197,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
198,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
199,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
200,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
201,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
202,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
203,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
204,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
205,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
206,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
207,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
208,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
209,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
210,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
211,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
212,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
213,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
214,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
215,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
216,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
217,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
218,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
219,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
220,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
221,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
222,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
223,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
224,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
225,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
226,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
227,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
228,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
229,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
230,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
231,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
232,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
233,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
234,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
235,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
236,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
237,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
238,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
239,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
240,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
241,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
242,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
243,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
244,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
245,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
246,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
247,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
248,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
249,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
250,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
251,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
252,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
253,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
254,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
255,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
256,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
257,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
258,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
259,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
260,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
261,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
262,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
263,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
264,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
265,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
266,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
267,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
268,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
269,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
270,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
271,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
272,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
273,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
274,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
275,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
276,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
277,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
278,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
279,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
280,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
281,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
282,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
283,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
284,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
285,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
286,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
287,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
288,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
289,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
290,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
291,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
292,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
293,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
294,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
295,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
296,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
297,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
298,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
299,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
300,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
301,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
302,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
303,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
304,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
305,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
306,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
307,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
308,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
309,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
310,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
311,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
312,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
313,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
314,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
315,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
316,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
317,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
318,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
319,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
320,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
321,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
322,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
323,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
324,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
325,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
326,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
327,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
328,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
329,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
330,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
331,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
332,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
333,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
334,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
335,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
336,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
337,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
338,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
339,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
340,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
341,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
342,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
343,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
344,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
345,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
346,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
347,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
348,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
349,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
350,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
351,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
352,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
353,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
354,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
355,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
356,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
357,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
358,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
359,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
360,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
361,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
362,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
363,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
364,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
365,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
366,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
367,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
368,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
369,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
370,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
371,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
372,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
372,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
372,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
372,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
372,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
373,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
374,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
375,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
376,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
377,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
378,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
379,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
380,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
381,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
382,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
383,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
384,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
385,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
386,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
387,0,4,4,100.00,1,0,1,1,1,1,0,1,0,1280,720
